DATA_OBITO,OUTRAS,COVID - ES,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2019-04-16,31,0,0,5,22,8,0
2019-04-17,27,0,0,7,17,11,0
2019-04-18,37,0,0,5,9,8,0
2019-04-19,32,0,0,1,14,14,1
2019-04-20,32,0,0,4,19,17,0
2019-04-21,42,0,0,4,14,10,0
2019-04-22,29,0,0,3,12,10,0
2019-04-23,31,0,0,2,17,11,0
2019-04-24,30,0,0,8,10,9,0
2019-04-25,43,0,0,6,15,12,0
2019-04-26,30,0,0,8,14,6,0
2019-04-27,32,0,0,3,9,7,0
2019-04-28,26,0,0,3,13,9,0
2019-04-29,32,0,0,2,9,5,0
2019-04-30,32,0,0,6,16,10,0
2019-05-01,37,0,0,5,14,9,1
2019-05-02,31,0,0,4,11,8,0
2019-05-03,34,0,0,5,14,8,0
2019-05-04,26,0,0,3,17,8,0
2019-05-05,33,0,0,6,14,6,0
2019-05-06,42,0,0,8,15,15,0
2019-05-07,33,0,0,1,13,12,0
2019-05-08,31,0,0,2,15,8,0
2019-05-09,31,0,0,3,22,10,0
2019-05-10,28,0,0,2,18,12,0
2019-05-11,37,0,0,3,14,13,0
2019-05-12,34,0,0,2,7,17,0
2019-05-13,49,0,0,1,21,17,0
2019-05-14,40,0,0,3,18,9,0
2019-05-15,27,0,0,7,20,9,0
2019-05-16,35,0,0,4,11,11,1
2019-05-17,44,0,0,5,13,9,0
2019-05-18,40,0,0,3,16,11,0
2019-05-19,43,0,0,1,17,9,0
2019-05-20,26,0,0,2,17,15,0
2019-05-21,35,0,0,4,11,8,0
2019-05-22,33,0,0,2,13,16,1
2019-05-23,30,0,0,5,17,13,0
2019-05-24,34,0,0,3,10,7,0
2019-05-25,44,0,0,4,24,13,0
2019-05-26,46,0,0,2,16,11,0
2019-05-27,35,0,0,3,13,10,0
2019-05-28,39,0,0,4,15,6,1
2019-05-29,39,0,0,4,12,9,0
2019-05-30,27,0,0,3,29,6,0
2019-05-31,44,0,0,3,20,12,0
2019-06-01,43,0,0,6,20,4,0
2019-06-02,28,0,0,0,21,4,0
2019-06-03,34,0,0,4,15,12,1
2019-06-04,27,0,0,5,10,9,0
2019-06-05,41,0,0,4,12,8,0
2019-06-06,48,0,0,2,14,11,0
2019-06-07,45,0,0,3,16,5,0
2019-06-08,42,0,0,3,17,10,0
2019-06-09,47,0,0,5,18,6,0
2019-06-10,32,0,0,7,16,7,0
2019-06-11,42,0,0,6,20,10,0
2019-06-12,38,0,0,5,14,6,0
2019-06-13,43,0,0,2,15,18,0
2019-06-14,38,0,0,4,16,8,0
2019-06-15,41,0,0,3,16,14,0
2019-06-16,40,0,0,3,17,8,0
2019-06-17,35,0,0,2,16,7,0
2019-06-18,36,0,0,2,12,19,0
2019-06-19,36,0,0,4,18,10,0
2019-06-20,42,0,0,2,20,9,0
2019-06-21,41,0,0,3,23,10,0
2019-06-22,20,0,0,4,17,12,0
2019-06-23,35,0,0,3,15,8,0
2019-06-24,36,0,0,5,21,13,0
2019-06-25,39,0,0,5,18,8,0
2019-06-26,38,0,0,3,20,11,0
2019-06-27,44,0,0,4,8,14,0
2019-06-28,37,0,0,2,11,11,0
2019-06-29,32,0,0,3,12,11,0
2019-06-30,50,0,0,3,8,9,0
2019-07-01,50,0,0,4,18,13,0
2019-07-02,37,0,0,5,21,11,0
2019-07-03,33,0,0,5,19,14,0
2019-07-04,34,0,0,3,15,12,0
2019-07-05,27,0,0,6,19,13,0
2019-07-06,33,0,0,3,19,16,0
2019-07-07,30,0,0,3,12,10,0
2019-07-08,31,0,0,4,16,10,0
2019-07-09,26,0,0,3,5,12,0
2019-07-10,35,0,0,1,21,9,0
2019-07-11,28,0,0,7,14,8,0
2019-07-12,38,0,0,5,16,12,0
2019-07-13,42,0,0,3,25,8,1
2019-07-14,39,0,0,6,19,14,0
2019-07-15,26,0,0,6,18,8,0
2019-07-16,43,0,0,4,20,6,1
2019-07-17,31,0,1,7,13,10,0
2019-07-18,43,0,0,7,13,6,0
2019-07-19,31,0,0,3,19,5,0
2019-07-20,33,0,0,6,16,14,0
2019-07-21,37,0,0,2,23,15,0
2019-07-22,35,0,0,8,18,10,0
2019-07-23,34,0,0,3,13,8,0
2019-07-24,37,0,0,5,15,13,0
2019-07-25,51,0,0,4,19,25,1
2019-07-26,49,0,0,2,13,12,1
2019-07-27,40,0,0,3,14,7,0
2019-07-28,39,0,0,6,13,7,0
2019-07-29,41,0,0,7,14,12,0
2019-07-30,22,0,0,6,17,9,0
2019-07-31,34,0,0,3,17,12,0
2019-08-01,36,0,0,5,19,9,0
2019-08-02,36,0,0,5,13,9,0
2019-08-03,38,0,0,4,11,11,1
2019-08-04,32,0,0,3,15,13,0
2019-08-05,39,0,0,3,13,10,0
2019-08-06,46,0,0,5,16,10,0
2019-08-07,39,0,0,4,10,15,0
2019-08-08,42,0,0,5,15,16,0
2019-08-09,46,0,0,1,17,9,0
2019-08-10,40,0,0,6,12,7,1
2019-08-11,53,0,0,3,15,8,0
2019-08-12,31,0,0,7,17,16,0
2019-08-13,39,0,0,6,20,8,0
2019-08-14,19,0,0,5,16,15,0
2019-08-15,34,0,0,3,14,13,0
2019-08-16,26,0,0,2,13,10,0
2019-08-17,38,0,0,2,13,7,0
2019-08-18,29,0,0,5,15,13,0
2019-08-19,31,0,0,7,28,13,0
2019-08-20,52,0,0,0,14,9,0
2019-08-21,33,0,0,5,15,12,0
2019-08-22,31,0,0,4,14,9,0
2019-08-23,33,0,0,1,19,10,0
2019-08-24,31,0,0,3,13,10,0
2019-08-25,36,0,0,6,18,9,1
2019-08-26,24,0,0,3,14,7,0
2019-08-27,33,0,0,2,17,8,0
2019-08-28,33,0,0,3,21,8,0
2019-08-29,44,0,0,0,14,11,0
2019-08-30,48,0,0,3,13,9,0
2019-08-31,48,0,0,4,13,9,0
2019-09-01,34,0,0,2,16,11,0
2019-09-02,32,0,0,7,14,10,0
2019-09-03,35,0,0,7,10,14,0
2019-09-04,34,0,0,8,22,12,0
2019-09-05,34,0,0,2,18,5,0
2019-09-06,32,0,0,1,19,12,0
2019-09-07,30,0,0,10,8,8,0
2019-09-08,40,0,0,3,12,5,0
2019-09-09,39,0,0,7,14,6,0
2019-09-10,38,0,0,3,14,6,0
2019-09-11,34,0,0,1,20,12,0
2019-09-12,39,0,0,5,16,11,0
2019-09-13,37,0,0,4,10,8,0
2019-09-14,33,0,0,2,17,11,0
2019-09-15,40,0,0,2,19,14,0
2019-09-16,35,0,0,2,16,8,0
2019-09-17,33,0,0,4,14,11,1
2019-09-18,44,0,0,5,14,9,0
2019-09-19,34,0,0,6,13,15,1
2019-09-20,36,0,0,2,14,10,0
2019-09-21,21,0,0,3,21,8,0
2019-09-22,41,0,0,4,11,8,0
2019-09-23,32,0,0,7,10,11,0
2019-09-24,26,0,0,1,11,9,0
2019-09-25,28,0,0,4,18,6,0
2019-09-26,40,0,0,5,14,9,0
2019-09-27,37,0,0,3,22,9,0
2019-09-28,38,0,0,4,14,6,1
2019-09-29,56,0,0,4,12,5,0
2019-09-30,28,0,0,6,20,9,0
2019-10-01,29,0,0,2,9,13,0
2019-10-02,26,0,0,5,14,9,0
2019-10-03,38,0,0,9,13,9,0
2019-10-04,21,0,0,4,6,6,0
2019-10-05,43,0,0,3,16,13,0
2019-10-06,39,0,0,1,12,6,0
2019-10-07,31,0,0,0,10,7,0
2019-10-08,40,0,0,4,20,9,1
2019-10-09,29,0,0,3,15,12,0
2019-10-10,32,0,0,2,16,6,0
2019-10-11,33,0,0,4,8,11,0
2019-10-12,40,0,0,1,11,10,0
2019-10-13,39,0,0,2,14,6,0
2019-10-14,34,0,0,3,14,7,0
2019-10-15,31,0,0,10,14,10,0
2019-10-16,33,0,0,2,9,9,0
2019-10-17,25,0,0,5,8,13,0
2019-10-18,37,0,0,7,20,7,0
2019-10-19,38,0,0,2,14,9,0
2019-10-20,42,0,0,1,10,5,1
2019-10-21,36,0,0,2,15,4,0
2019-10-22,36,0,0,2,13,6,0
2019-10-23,23,0,0,3,12,7,0
2019-10-24,34,0,0,5,9,6,0
2019-10-25,31,0,0,5,22,14,0
2019-10-26,30,0,0,2,16,13,1
2019-10-27,33,0,0,8,12,6,1
2019-10-28,37,0,0,1,13,19,0
2019-10-29,37,0,0,0,14,9,0
2019-10-30,36,0,0,2,12,9,0
2019-10-31,34,0,0,1,12,8,0
2019-11-01,34,0,0,6,11,13,0
2019-11-02,28,0,0,5,14,13,0
2019-11-03,30,0,0,3,15,6,0
2019-11-04,35,0,0,1,9,13,0
2019-11-05,31,0,0,4,8,14,0
2019-11-06,33,0,0,4,14,10,0
2019-11-07,33,0,0,0,15,10,0
2019-11-08,27,0,1,3,13,5,0
2019-11-09,38,0,0,4,22,9,0
2019-11-10,28,0,0,8,13,9,0
2019-11-11,26,0,0,4,15,13,0
2019-11-12,30,0,0,4,10,15,0
2019-11-13,38,0,0,3,16,20,0
2019-11-14,23,0,0,4,5,11,1
2019-11-15,29,0,0,5,15,12,0
2019-11-16,36,0,0,5,15,10,0
2019-11-17,37,0,0,4,7,11,0
2019-11-18,31,0,0,2,16,15,0
2019-11-19,36,0,0,5,9,13,0
2019-11-20,30,0,0,3,17,14,0
2019-11-21,30,0,0,3,16,14,0
2019-11-22,37,0,0,2,13,10,0
2019-11-23,33,0,0,5,5,18,0
2019-11-24,28,0,0,0,15,8,0
2019-11-25,32,0,0,4,10,11,0
2019-11-26,29,0,0,2,12,12,0
2019-11-27,34,0,0,3,13,10,0
2019-11-28,35,0,0,1,15,15,0
2019-11-29,29,0,0,4,15,8,0
2019-11-30,35,0,0,2,10,12,0
2019-12-01,38,0,0,10,16,11,0
2019-12-02,32,0,0,5,12,13,0
2019-12-03,31,0,0,4,21,6,0
2019-12-04,34,0,0,4,13,12,0
2019-12-05,38,0,0,6,14,11,0
2019-12-06,40,0,0,6,17,6,0
2019-12-07,41,0,0,2,10,15,0
2019-12-08,39,0,0,3,11,11,0
2019-12-09,32,0,0,1,18,16,0
2019-12-10,25,0,0,2,19,12,0
2019-12-11,35,0,0,2,12,14,0
2019-12-12,27,0,0,6,10,15,0
2019-12-13,32,0,0,5,13,17,0
2019-12-14,39,0,0,0,12,17,1
2019-12-15,45,0,0,4,20,8,0
2019-12-16,33,0,0,3,15,9,0
2019-12-17,41,0,0,4,17,10,0
2019-12-18,31,0,0,2,17,12,0
2019-12-19,33,0,0,2,7,15,0
2019-12-20,39,0,0,1,9,10,0
2019-12-21,28,0,0,3,12,11,0
2019-12-22,29,0,0,5,17,14,0
2019-12-23,50,0,0,2,17,10,0
2019-12-24,40,0,0,6,15,8,0
2019-12-25,30,0,0,2,11,13,0
2019-12-26,30,0,0,3,14,8,0
2019-12-27,48,0,0,1,23,14,0
2019-12-28,28,0,0,2,7,5,1
2019-12-29,26,0,0,3,14,7,0
2019-12-30,32,0,0,1,12,12,0
2019-12-31,34,0,0,5,12,10,0
2020-01-01,27,0,0,4,9,6,0
2020-01-02,28,0,0,3,11,13,0
2020-01-03,41,0,0,4,13,12,0
2020-01-04,38,0,0,7,15,7,0
2020-01-05,39,0,0,3,13,10,0
2020-01-06,37,0,0,3,14,20,0
2020-01-07,34,0,0,7,8,10,0
2020-01-08,32,0,0,1,9,11,0
2020-01-09,34,0,0,4,12,11,0
2020-01-10,30,0,0,4,7,14,0
2020-01-11,37,0,0,5,6,9,0
2020-01-12,41,0,0,1,10,21,0
2020-01-13,44,0,0,5,15,16,0
2020-01-14,34,0,0,5,18,10,1
2020-01-15,34,0,0,8,16,14,1
2020-01-16,39,0,0,5,13,10,1
2020-01-17,44,0,0,5,13,12,0
2020-01-18,39,0,0,9,15,11,1
2020-01-19,43,0,0,3,15,7,0
2020-01-20,49,0,0,2,15,9,0
2020-01-21,35,0,0,3,16,10,0
2020-01-22,42,0,0,7,10,16,0
2020-01-23,31,0,0,6,16,10,0
2020-01-24,36,0,0,2,15,3,1
2020-01-25,22,0,0,2,10,15,0
2020-01-26,39,0,0,1,14,15,0
2020-01-27,36,0,0,3,10,8,0
2020-01-28,30,0,0,3,10,6,0
2020-01-29,27,0,0,7,1,16,0
2020-01-30,29,0,0,4,14,12,0
2020-01-31,35,0,0,2,14,12,0
2020-02-01,25,0,0,4,10,10,0
2020-02-02,46,0,1,2,16,10,0
2020-02-03,36,0,0,4,20,8,0
2020-02-04,36,0,0,5,12,13,0
2020-02-05,32,0,0,1,9,7,0
2020-02-06,20,0,0,2,11,12,0
2020-02-07,38,0,0,3,14,11,0
2020-02-08,25,0,0,5,8,8,0
2020-02-09,48,0,0,4,10,10,0
2020-02-10,38,0,0,3,14,6,0
2020-02-11,27,0,0,3,19,7,0
2020-02-12,31,0,0,7,13,12,0
2020-02-13,36,0,0,1,16,13,0
2020-02-14,33,0,0,2,8,8,1
2020-02-15,33,0,0,2,11,7,0
2020-02-16,31,0,0,2,11,11,0
2020-02-17,40,0,0,3,11,9,0
2020-02-18,36,0,0,3,16,10,0
2020-02-19,38,0,0,1,10,10,0
2020-02-20,30,0,0,6,12,10,0
2020-02-21,37,0,0,4,12,12,0
2020-02-22,48,0,0,4,13,7,0
2020-02-23,33,0,0,4,8,11,0
2020-02-24,45,0,0,5,9,11,0
2020-02-25,26,0,0,5,9,15,0
2020-02-26,43,0,0,4,10,11,0
2020-02-27,32,0,0,4,9,10,0
2020-02-28,38,0,0,1,8,18,0
2020-02-29,33,0,0,1,16,11,0
2020-03-01,24,0,0,7,13,10,0
2020-03-02,22,0,0,1,12,3,0
2020-03-03,38,0,0,5,8,12,0
2020-03-04,32,0,0,3,6,7,0
2020-03-05,25,0,0,2,17,9,0
2020-03-06,42,0,0,4,7,10,0
2020-03-07,29,0,0,2,15,6,0
2020-03-08,49,0,0,4,11,9,0
2020-03-09,37,0,0,2,20,13,1
2020-03-10,28,0,0,4,15,13,1
2020-03-11,45,0,0,1,15,13,0
2020-03-12,37,0,0,0,10,7,0
2020-03-13,43,0,0,3,14,11,0
2020-03-14,53,0,0,3,18,6,0
2020-03-15,40,0,0,6,11,16,0
2020-03-16,22,0,0,3,19,10,0
2020-03-17,35,0,0,4,15,9,0
2020-03-18,35,0,0,1,9,10,0
2020-03-19,36,0,0,6,16,13,0
2020-03-20,35,0,0,4,13,12,0
2020-03-21,37,0,0,3,13,8,0
2020-03-22,34,0,0,3,13,5,0
2020-03-23,32,0,0,2,16,16,0
2020-03-24,31,0,0,7,13,12,0
2020-03-25,25,0,0,3,17,10,1
2020-03-26,39,0,0,2,15,15,0
2020-03-27,41,0,0,5,15,10,0
2020-03-28,32,0,0,2,15,10,0
2020-03-29,41,0,0,4,20,7,0
2020-03-30,31,0,0,3,13,10,0
2020-03-31,36,0,0,5,16,11,0
2020-04-01,33,3,0,9,9,15,1
2020-04-02,30,2,0,4,10,10,0
2020-04-03,35,1,0,5,12,11,0
2020-04-04,40,1,0,2,16,11,1
2020-04-05,28,3,0,3,15,10,1
2020-04-06,39,0,0,0,15,17,0
2020-04-07,30,0,0,4,17,14,1
2020-04-08,30,3,0,4,8,8,2
2020-04-09,38,2,0,7,10,7,0
2020-04-10,40,2,0,2,11,5,2
2020-04-11,37,2,0,4,9,8,2
2020-04-12,29,6,0,4,10,8,1
2020-04-13,35,2,0,3,7,10,0
2020-04-14,42,4,0,3,8,10,2
2020-04-15,33,3,0,8,15,11,5
2020-04-16,33,4,0,2,8,7,4
2020-04-17,32,2,0,6,12,14,1
2020-04-18,32,2,0,5,6,15,3
2020-04-19,33,2,0,1,6,10,1
2020-04-20,32,2,0,3,9,10,1
2020-04-21,26,2,0,5,8,13,3
2020-04-22,34,6,0,2,7,14,2
2020-04-23,30,5,0,3,5,12,2
2020-04-24,29,3,0,1,11,8,5
2020-04-25,25,11,0,5,10,11,2
2020-04-26,38,10,0,5,18,9,1
2020-04-27,34,10,0,4,10,5,2
2020-04-28,35,5,0,6,12,6,2
2020-04-29,26,10,0,3,11,5,3
2020-04-30,43,5,0,2,8,6,1
2020-05-01,37,9,0,6,10,2,1
2020-05-02,46,6,0,3,4,12,4
2020-05-03,34,12,0,6,9,11,3
2020-05-04,28,8,0,4,13,9,5
2020-05-05,32,8,0,4,10,6,4
2020-05-06,32,5,0,4,15,13,3
2020-05-07,30,9,0,3,13,5,3
2020-05-08,34,9,0,2,9,7,1
2020-05-09,41,8,0,0,13,10,4
2020-05-10,35,18,0,5,12,7,1
2020-05-11,48,17,0,4,13,8,2
2020-05-12,38,18,0,4,11,4,5
2020-05-13,35,23,0,3,17,11,0
2020-05-14,42,14,0,4,12,10,2
2020-05-15,35,16,0,6,9,8,2
2020-05-16,35,13,0,1,11,8,0
2020-05-17,38,13,0,6,10,15,1
2020-05-18,31,23,0,5,11,9,1
2020-05-19,30,25,0,7,18,10,0
2020-05-20,38,24,0,4,7,9,2
2020-05-21,52,23,0,3,15,9,2
2020-05-22,41,27,0,6,13,13,2
2020-05-23,44,19,0,3,12,9,1
2020-05-24,37,31,0,4,11,8,0
2020-05-25,36,26,0,4,13,10,2
2020-05-26,38,27,0,2,8,9,3
2020-05-27,29,36,0,4,10,6,3
2020-05-28,45,26,0,5,15,8,2
2020-05-29,34,25,0,5,6,10,3
2020-05-30,31,35,1,8,11,14,0
2020-05-31,51,34,0,4,9,7,1
2020-06-01,52,30,0,6,10,5,2
2020-06-02,42,30,0,2,15,10,2
2020-06-03,31,46,0,1,10,8,2
2020-06-04,38,31,0,3,8,14,1
2020-06-05,37,22,0,3,5,6,6
2020-06-06,49,42,0,8,13,9,4
2020-06-07,43,30,0,6,12,9,1
2020-06-08,31,32,0,1,17,9,1
2020-06-09,42,32,0,5,9,11,2
2020-06-10,35,38,1,0,11,9,5
2020-06-11,34,33,0,2,13,10,2
2020-06-12,32,24,0,3,8,13,4
2020-06-13,39,33,0,5,7,12,3
2020-06-14,25,34,0,4,19,7,2
2020-06-15,31,39,0,2,7,10,1
2020-06-16,30,45,0,4,18,8,2
2020-06-17,29,37,0,6,7,10,2
2020-06-18,27,41,0,3,10,6,3
2020-06-19,34,32,0,6,10,9,2
2020-06-20,37,42,0,5,5,16,2
2020-06-21,46,42,0,1,7,6,2
2020-06-22,39,42,0,9,13,5,3
2020-06-23,25,29,0,1,9,8,1
2020-06-24,33,26,0,2,10,7,1
2020-06-25,37,25,0,4,12,10,1
2020-06-26,35,22,0,2,10,9,4
2020-06-27,38,28,0,4,8,6,0
2020-06-28,32,42,0,5,3,6,4
2020-06-29,33,34,0,6,5,4,0
2020-06-30,35,27,0,7,7,10,1
2020-07-01,42,40,0,2,10,7,1
2020-07-02,37,48,0,2,9,5,0
2020-07-03,44,27,0,2,8,6,0
2020-07-04,41,27,0,5,10,5,2
2020-07-05,43,24,0,2,10,16,2
2020-07-06,35,32,0,5,9,5,0
2020-07-07,37,36,0,5,15,9,1
2020-07-08,39,25,0,3,11,10,3
2020-07-09,30,40,0,3,6,6,3
2020-07-10,34,26,0,5,12,9,2
2020-07-11,35,21,0,3,16,7,3
2020-07-12,39,32,0,4,9,11,2
2020-07-13,38,29,0,6,7,8,0
2020-07-14,42,31,0,3,9,9,1
2020-07-15,39,23,0,4,6,5,0
2020-07-16,30,32,0,2,7,6,1
2020-07-17,27,32,0,2,2,6,0
2020-07-18,41,31,0,5,13,7,2
2020-07-19,35,22,0,1,4,6,2
2020-07-20,34,19,0,0,6,11,2
2020-07-21,30,26,0,0,9,3,3
2020-07-22,18,18,0,3,8,4,0
2020-07-23,22,24,0,4,6,4,0
2020-07-24,24,18,0,3,5,7,2
2020-07-25,33,24,0,3,7,3,0
2020-07-26,21,20,0,1,5,4,1
2020-07-27,25,13,0,2,1,3,0
2020-07-28,11,10,0,1,2,3,0
2020-07-29,7,8,0,0,1,2,1