DATA_OBITO,OUTRAS,COVID - MT,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2019-04-18,32,0,0,1,5,3,0
2019-04-19,29,0,0,1,4,1,0
2019-04-20,23,0,0,1,6,3,0
2019-04-21,31,0,0,0,4,1,0
2019-04-22,27,0,0,5,3,2,0
2019-04-23,27,0,1,1,2,1,0
2019-04-24,26,0,0,2,2,2,0
2019-04-25,27,0,0,1,5,3,0
2019-04-26,35,0,0,6,4,1,0
2019-04-27,33,0,0,3,1,4,0
2019-04-28,36,0,0,1,6,2,0
2019-04-29,22,0,1,3,3,3,0
2019-04-30,30,0,0,2,4,2,1
2019-05-01,26,0,0,0,3,4,0
2019-05-02,29,0,0,2,2,2,0
2019-05-03,30,0,0,6,4,3,0
2019-05-04,23,0,0,1,5,2,0
2019-05-05,26,0,0,6,3,1,0
2019-05-06,26,0,0,1,5,1,0
2019-05-07,27,0,0,2,2,3,0
2019-05-08,34,0,0,3,4,2,0
2019-05-09,32,0,0,2,2,2,0
2019-05-10,32,0,0,1,5,4,0
2019-05-11,30,0,0,4,5,0,0
2019-05-12,27,0,0,3,3,0,0
2019-05-13,34,0,0,4,1,1,0
2019-05-14,21,0,0,0,4,0,0
2019-05-15,27,0,1,2,4,2,0
2019-05-16,35,0,0,3,5,1,0
2019-05-17,23,0,0,3,3,2,0
2019-05-18,32,0,0,2,5,4,0
2019-05-19,20,0,0,2,3,3,0
2019-05-20,30,0,0,1,3,0,0
2019-05-21,33,0,0,1,0,4,0
2019-05-22,29,0,0,4,3,2,0
2019-05-23,32,0,0,2,4,0,0
2019-05-24,28,0,1,3,4,2,0
2019-05-25,37,0,0,3,2,2,0
2019-05-26,30,0,0,3,5,1,0
2019-05-27,26,0,0,3,7,2,0
2019-05-28,13,0,0,2,2,5,0
2019-05-29,20,0,0,0,4,2,0
2019-05-30,20,0,0,2,4,2,0
2019-05-31,24,0,1,2,4,2,0
2019-06-01,29,0,0,3,3,5,1
2019-06-02,40,0,0,3,2,2,0
2019-06-03,35,0,2,2,1,1,0
2019-06-04,30,0,1,2,4,0,0
2019-06-05,34,0,0,2,1,1,0
2019-06-06,29,0,0,3,1,0,0
2019-06-07,30,0,0,1,2,4,0
2019-06-08,22,0,0,2,3,1,0
2019-06-09,42,0,0,0,1,2,0
2019-06-10,17,0,0,3,4,0,0
2019-06-11,30,0,0,1,5,2,0
2019-06-12,26,0,1,1,4,2,0
2019-06-13,33,0,0,2,0,2,1
2019-06-14,27,0,0,5,4,1,0
2019-06-15,27,0,0,0,3,0,0
2019-06-16,34,0,0,2,4,2,1
2019-06-17,32,0,0,1,3,5,1
2019-06-18,39,0,0,2,4,5,0
2019-06-19,24,0,0,2,3,4,0
2019-06-20,32,0,0,4,4,3,0
2019-06-21,36,0,0,1,0,2,0
2019-06-22,27,0,0,2,3,2,0
2019-06-23,27,0,0,0,4,1,0
2019-06-24,18,0,0,4,4,0,0
2019-06-25,34,0,0,1,3,2,0
2019-06-26,24,0,0,1,3,1,0
2019-06-27,16,0,0,5,2,3,0
2019-06-28,30,0,0,1,4,0,1
2019-06-29,28,0,0,2,1,2,0
2019-06-30,24,0,0,4,4,3,0
2019-07-01,24,0,0,3,2,1,0
2019-07-02,41,0,0,3,6,4,0
2019-07-03,29,0,0,2,5,3,0
2019-07-04,35,0,0,4,1,1,0
2019-07-05,30,0,0,2,5,2,0
2019-07-06,31,0,0,0,2,2,0
2019-07-07,37,0,0,3,6,4,0
2019-07-08,38,0,1,2,2,4,0
2019-07-09,24,0,0,3,1,3,0
2019-07-10,29,0,0,1,1,1,0
2019-07-11,23,0,0,4,4,2,0
2019-07-12,35,0,0,1,5,4,0
2019-07-13,21,0,0,3,4,1,0
2019-07-14,30,0,0,1,5,6,0
2019-07-15,30,0,0,2,9,1,0
2019-07-16,38,0,0,1,1,2,0
2019-07-17,25,0,0,3,2,4,0
2019-07-18,24,0,0,3,4,2,0
2019-07-19,33,0,0,0,4,4,0
2019-07-20,29,0,0,3,4,1,0
2019-07-21,28,0,0,2,0,3,0
2019-07-22,30,0,0,2,3,4,0
2019-07-23,21,0,1,2,2,3,0
2019-07-24,27,0,0,2,1,0,0
2019-07-25,22,0,0,2,4,2,0
2019-07-26,21,0,0,1,0,3,0
2019-07-27,27,0,0,2,7,1,0
2019-07-28,28,0,0,2,5,1,1
2019-07-29,28,0,0,1,1,3,0
2019-07-30,27,0,0,1,4,3,0
2019-07-31,26,0,0,3,5,1,0
2019-08-01,34,0,1,2,4,0,0
2019-08-02,34,0,0,3,2,4,0
2019-08-03,34,0,0,1,1,2,0
2019-08-04,20,0,0,5,4,5,1
2019-08-05,22,0,0,1,2,3,0
2019-08-06,25,0,0,0,2,1,0
2019-08-07,15,0,0,3,4,1,0
2019-08-08,26,0,0,2,1,3,0
2019-08-09,34,0,0,1,4,0,0
2019-08-10,37,0,0,1,1,2,0
2019-08-11,21,0,0,4,1,0,0
2019-08-12,34,0,0,2,5,5,0
2019-08-13,32,0,0,2,1,2,0
2019-08-14,24,0,0,2,4,1,0
2019-08-15,33,0,0,2,3,0,1
2019-08-16,30,0,0,2,4,0,0
2019-08-17,25,0,0,2,3,2,0
2019-08-18,23,0,0,2,0,1,1
2019-08-19,28,0,0,1,2,1,0
2019-08-20,31,0,0,1,5,1,0
2019-08-21,17,0,0,1,1,3,0
2019-08-22,33,0,0,0,2,1,0
2019-08-23,26,0,0,5,4,3,0
2019-08-24,28,0,1,1,2,4,0
2019-08-25,24,0,0,0,4,2,0
2019-08-26,30,0,0,1,1,2,0
2019-08-27,32,0,0,3,2,3,0
2019-08-28,24,0,0,3,4,1,0
2019-08-29,32,0,0,5,3,1,0
2019-08-30,29,0,0,2,6,2,0
2019-08-31,34,0,0,5,2,1,0
2019-09-01,27,0,0,0,5,0,0
2019-09-02,31,0,0,3,1,7,0
2019-09-03,19,0,1,3,3,4,0
2019-09-04,34,0,0,5,3,3,0
2019-09-05,39,0,0,2,2,2,0
2019-09-06,28,0,0,2,3,3,0
2019-09-07,26,0,1,0,3,3,0
2019-09-08,36,0,0,2,4,2,0
2019-09-09,36,0,1,2,3,3,0
2019-09-10,27,0,1,2,7,6,0
2019-09-11,49,0,0,2,3,2,0
2019-09-12,36,0,0,2,4,2,0
2019-09-13,40,0,0,4,3,1,0
2019-09-14,25,0,0,6,1,2,0
2019-09-15,36,0,0,1,2,0,0
2019-09-16,22,0,0,3,7,3,0
2019-09-17,38,0,0,2,2,4,0
2019-09-18,20,0,0,4,3,7,0
2019-09-19,33,0,0,1,2,2,0
2019-09-20,31,0,0,0,2,1,0
2019-09-21,37,0,0,3,6,2,0
2019-09-22,41,0,0,2,4,0,0
2019-09-23,32,0,0,1,2,3,0
2019-09-24,33,0,1,1,6,3,0
2019-09-25,32,0,0,3,4,4,0
2019-09-26,20,0,0,2,1,2,0
2019-09-27,28,0,0,6,1,2,1
2019-09-28,29,0,0,3,2,1,0
2019-09-29,39,0,0,3,3,0,0
2019-09-30,36,0,0,4,4,0,0
2019-10-01,33,0,0,3,3,2,0
2019-10-02,21,0,0,3,1,3,0
2019-10-03,21,0,0,0,2,2,0
2019-10-04,27,0,0,3,6,0,0
2019-10-05,32,0,0,1,3,5,0
2019-10-06,33,0,0,1,0,4,0
2019-10-07,24,0,0,5,3,1,0
2019-10-08,25,0,0,4,2,1,0
2019-10-09,33,0,0,1,1,0,0
2019-10-10,34,0,0,5,1,4,0
2019-10-11,31,0,0,1,3,3,0
2019-10-12,38,0,0,0,2,2,0
2019-10-13,32,0,0,1,4,1,0
2019-10-14,20,0,0,2,2,1,0
2019-10-15,29,0,1,5,3,2,0
2019-10-16,25,0,0,1,4,0,0
2019-10-17,17,0,0,2,5,3,0
2019-10-18,24,0,0,5,1,1,0
2019-10-19,34,0,0,2,1,1,0
2019-10-20,32,0,0,2,2,3,0
2019-10-21,32,0,0,6,3,6,0
2019-10-22,30,0,0,6,0,2,0
2019-10-23,31,0,0,1,3,1,0
2019-10-24,30,0,0,4,5,0,0
2019-10-25,33,0,0,2,3,1,0
2019-10-26,38,0,0,1,2,0,0
2019-10-27,24,0,1,2,2,1,0
2019-10-28,17,0,0,1,3,3,0
2019-10-29,20,0,0,5,0,2,0
2019-10-30,30,0,0,3,4,1,0
2019-10-31,27,0,0,2,2,1,1
2019-11-01,23,0,0,2,2,2,0
2019-11-02,21,0,0,2,5,2,0
2019-11-03,31,0,0,2,1,0,0
2019-11-04,27,0,1,0,4,0,0
2019-11-05,36,0,0,1,11,2,0
2019-11-06,24,0,0,0,5,3,0
2019-11-07,26,0,0,3,4,2,0
2019-11-08,32,0,0,2,4,4,0
2019-11-09,20,0,0,1,2,1,0
2019-11-10,20,0,0,1,3,2,1
2019-11-11,26,0,0,1,2,0,1
2019-11-12,24,0,0,2,6,2,0
2019-11-13,24,0,0,1,3,5,0
2019-11-14,21,0,0,3,2,3,0
2019-11-15,26,0,0,1,2,0,0
2019-11-16,24,0,0,2,2,1,0
2019-11-17,27,0,0,3,1,3,0
2019-11-18,29,0,0,2,4,4,0
2019-11-19,25,0,0,1,2,3,0
2019-11-20,30,0,0,2,3,5,0
2019-11-21,20,0,0,1,3,2,1
2019-11-22,42,0,0,2,2,3,0
2019-11-23,33,0,0,2,2,4,0
2019-11-24,26,0,0,1,2,0,0
2019-11-25,34,0,0,3,3,1,0
2019-11-26,21,0,0,1,2,3,0
2019-11-27,32,0,0,2,4,2,1
2019-11-28,25,0,0,2,2,4,0
2019-11-29,32,0,0,1,3,2,0
2019-11-30,32,0,1,1,1,7,1
2019-12-01,33,0,1,2,1,2,0
2019-12-02,34,0,0,1,3,3,0
2019-12-03,39,0,0,3,2,1,0
2019-12-04,41,0,0,3,0,1,0
2019-12-05,27,0,0,3,2,2,0
2019-12-06,32,0,0,1,3,0,0
2019-12-07,35,0,0,2,0,1,0
2019-12-08,28,0,0,1,3,2,0
2019-12-09,36,0,0,3,2,4,0
2019-12-10,32,0,0,0,4,1,0
2019-12-11,23,0,0,0,3,3,0
2019-12-12,28,0,0,2,4,2,0
2019-12-13,24,0,0,2,2,1,0
2019-12-14,25,0,0,3,6,3,0
2019-12-15,33,0,0,0,5,2,0
2019-12-16,26,0,1,2,4,5,0
2019-12-17,36,0,0,1,0,1,0
2019-12-18,29,0,0,2,3,4,0
2019-12-19,24,0,0,2,3,4,0
2019-12-20,21,0,0,0,3,1,0
2019-12-21,25,0,0,0,2,1,0
2019-12-22,29,0,1,3,5,5,0
2019-12-23,27,0,1,1,6,0,0
2019-12-24,31,0,0,4,1,5,0
2019-12-25,26,0,0,0,5,3,0
2019-12-26,31,0,0,2,5,5,0
2019-12-27,28,0,0,3,4,3,0
2019-12-28,27,0,0,2,0,2,0
2019-12-29,19,0,0,2,3,3,0
2019-12-30,21,0,0,1,4,1,0
2019-12-31,23,0,1,1,6,1,0
2020-01-01,25,0,1,3,1,2,0
2020-01-02,20,0,0,0,3,5,0
2020-01-03,22,0,0,3,4,6,0
2020-01-04,25,0,0,0,1,3,0
2020-01-05,30,0,0,1,3,0,0
2020-01-06,23,0,1,1,2,3,0
2020-01-07,29,0,0,1,3,2,0
2020-01-08,29,0,0,1,3,6,0
2020-01-09,36,0,0,1,5,3,0
2020-01-10,24,0,0,2,4,2,1
2020-01-11,34,0,1,2,4,7,0
2020-01-12,28,0,0,0,1,0,0
2020-01-13,26,0,0,1,2,4,0
2020-01-14,25,0,0,0,4,4,0
2020-01-15,43,0,0,2,2,0,0
2020-01-16,30,0,0,0,4,1,0
2020-01-17,21,0,0,3,4,1,0
2020-01-18,24,0,0,1,2,4,0
2020-01-19,22,0,0,0,3,3,0
2020-01-20,10,0,1,1,2,5,0
2020-01-21,20,0,0,1,2,1,0
2020-01-22,28,0,1,1,2,1,0
2020-01-23,20,0,0,2,7,2,0
2020-01-24,23,0,0,1,3,3,0
2020-01-25,25,0,0,2,4,1,0
2020-01-26,14,0,0,0,1,4,0
2020-01-27,26,0,0,1,4,2,0
2020-01-28,30,0,1,1,6,1,0
2020-01-29,27,0,0,2,2,0,1
2020-01-30,31,0,0,0,2,1,0
2020-01-31,32,0,0,0,4,1,0
2020-02-01,30,0,0,1,5,2,0
2020-02-02,25,0,0,2,3,2,0
2020-02-03,40,0,0,1,3,1,0
2020-02-04,26,0,1,3,2,1,0
2020-02-05,25,0,0,3,5,2,0
2020-02-06,35,0,0,0,3,4,0
2020-02-07,21,0,0,3,4,1,0
2020-02-08,17,0,1,0,3,4,0
2020-02-09,29,0,0,2,2,6,0
2020-02-10,30,0,0,1,5,2,0
2020-02-11,27,0,0,1,1,2,0
2020-02-12,23,0,0,2,2,1,0
2020-02-13,32,0,0,1,0,1,0
2020-02-14,40,0,0,0,2,2,0
2020-02-15,30,0,0,0,0,3,0
2020-02-16,24,0,0,2,1,2,0
2020-02-17,27,0,0,4,1,3,0
2020-02-18,27,0,0,0,2,4,0
2020-02-19,34,0,0,2,4,1,0
2020-02-20,21,0,0,2,1,1,0
2020-02-21,29,0,0,0,3,0,0
2020-02-22,25,0,0,1,6,5,0
2020-02-23,30,0,0,1,1,2,0
2020-02-24,28,0,0,1,3,2,0
2020-02-25,29,0,0,0,1,3,0
2020-02-26,22,0,0,1,2,2,0
2020-02-27,22,0,0,1,5,2,0
2020-02-28,27,0,0,0,4,0,0
2020-02-29,43,0,0,1,4,4,0
2020-03-01,28,0,0,1,2,2,0
2020-03-02,27,0,1,3,2,0,0
2020-03-03,26,0,0,2,2,2,0
2020-03-04,25,0,0,2,3,1,0
2020-03-05,36,0,0,2,0,3,0
2020-03-06,32,0,0,3,5,2,0
2020-03-07,39,0,0,0,3,5,0
2020-03-08,35,0,0,3,4,3,0
2020-03-09,48,0,0,2,1,3,0
2020-03-10,28,0,0,0,7,1,0
2020-03-11,38,0,0,0,1,2,0
2020-03-12,33,0,0,0,5,1,0
2020-03-13,38,0,0,1,1,1,0
2020-03-14,42,0,0,2,3,3,0
2020-03-15,35,0,0,1,5,0,0
2020-03-16,34,0,0,4,3,1,0
2020-03-17,27,0,0,1,5,2,1
2020-03-18,24,1,0,1,7,2,0
2020-03-19,35,0,0,3,2,1,0
2020-03-20,36,0,0,1,4,2,0
2020-03-21,26,0,0,1,4,2,0
2020-03-22,13,0,0,1,1,0,0
2020-03-23,33,0,0,1,3,3,0
2020-03-24,25,0,0,1,3,3,0
2020-03-25,31,0,0,0,6,1,0
2020-03-26,43,0,0,0,1,5,0
2020-03-27,29,0,0,1,2,2,0
2020-03-28,37,0,0,0,2,0,0
2020-03-29,19,0,0,1,1,0,0
2020-03-30,26,0,0,5,9,1,0
2020-03-31,22,0,0,1,1,2,0
2020-04-01,23,0,0,1,5,6,0
2020-04-02,17,0,0,3,2,0,0
2020-04-03,28,1,0,0,3,3,0
2020-04-04,22,1,0,3,2,2,1
2020-04-05,25,0,0,5,4,2,0
2020-04-06,32,0,0,1,3,5,0
2020-04-07,32,0,0,2,2,1,0
2020-04-08,28,1,0,2,3,3,0
2020-04-09,28,0,0,1,2,3,0
2020-04-10,22,0,0,2,2,1,0
2020-04-11,36,1,0,1,3,3,0
2020-04-12,28,0,0,0,4,2,0
2020-04-13,30,1,0,0,3,1,0
2020-04-14,18,0,0,1,1,5,0
2020-04-15,18,0,0,1,5,1,0
2020-04-16,16,0,0,2,3,0,0
2020-04-17,29,0,0,4,2,3,0
2020-04-18,27,0,0,1,5,4,0
2020-04-19,21,0,0,1,0,0,0
2020-04-20,24,1,0,1,3,0,0
2020-04-21,31,1,0,1,1,2,0
2020-04-22,39,0,0,3,3,3,0
2020-04-23,23,1,0,1,3,3,0
2020-04-24,34,1,0,2,2,2,0
2020-04-25,27,0,0,1,4,2,0
2020-04-26,31,0,0,2,3,3,0
2020-04-27,27,2,0,1,0,1,0
2020-04-28,24,0,0,1,1,0,0
2020-04-29,26,0,1,1,4,3,1
2020-04-30,24,0,0,1,2,4,0
2020-05-01,39,0,0,0,4,2,0
2020-05-02,12,0,0,1,3,2,0
2020-05-03,32,1,0,2,3,0,0
2020-05-04,28,0,0,4,0,1,0
2020-05-05,28,0,0,2,1,0,0
2020-05-06,25,0,0,2,2,2,0
2020-05-07,23,0,0,4,2,1,0
2020-05-08,24,0,0,1,2,0,0
2020-05-09,21,1,0,1,5,3,0
2020-05-10,32,1,0,2,0,2,0
2020-05-11,22,0,1,0,1,1,0
2020-05-12,32,0,0,1,3,0,0
2020-05-13,22,1,0,1,2,2,0
2020-05-14,24,0,0,2,1,2,1
2020-05-15,21,0,0,1,0,3,0
2020-05-16,28,1,0,0,0,0,0
2020-05-17,27,1,0,0,0,1,0
2020-05-18,25,1,0,1,5,2,0
2020-05-19,28,0,0,2,4,4,0
2020-05-20,22,0,0,1,5,2,1
2020-05-21,16,0,0,0,2,1,0
2020-05-22,27,0,0,1,2,1,0
2020-05-23,20,0,0,1,1,1,0
2020-05-24,40,1,0,1,2,2,0
2020-05-25,18,2,0,2,2,0,0
2020-05-26,35,1,0,2,1,2,0
2020-05-27,25,1,0,1,4,1,0
2020-05-28,29,2,1,0,2,1,0
2020-05-29,35,1,0,0,2,5,0
2020-05-30,39,3,1,4,2,2,1
2020-05-31,41,0,0,1,6,2,0
2020-06-01,34,1,0,3,2,1,0
2020-06-02,28,1,0,2,1,1,0
2020-06-03,48,2,0,2,1,1,0
2020-06-04,30,3,0,0,3,2,0
2020-06-05,34,1,0,2,1,1,0
2020-06-06,34,5,0,4,0,2,0
2020-06-07,43,3,1,1,2,0,0
2020-06-08,30,1,0,1,1,1,0
2020-06-09,37,6,0,2,1,2,0
2020-06-10,31,0,0,2,2,1,0
2020-06-11,45,4,0,0,3,7,0
2020-06-12,41,4,0,2,2,3,0
2020-06-13,43,2,0,2,5,1,1
2020-06-14,40,7,0,1,1,1,0
2020-06-15,44,12,0,0,6,5,1
2020-06-16,41,6,0,2,1,2,0
2020-06-17,33,11,1,4,4,3,0
2020-06-18,36,6,0,4,6,2,0
2020-06-19,54,11,0,3,1,2,0
2020-06-20,48,13,0,0,1,3,0
2020-06-21,47,4,0,0,0,1,0
2020-06-22,38,8,0,2,4,2,0
2020-06-23,23,9,1,2,5,3,0
2020-06-24,24,19,0,1,8,1,0
2020-06-25,25,24,0,2,3,3,2
2020-06-26,30,29,0,2,1,5,1
2020-06-27,27,24,0,4,2,5,0
2020-06-28,24,6,0,3,2,1,1
2020-06-29,35,15,0,1,3,0,0
2020-06-30,29,11,0,2,4,1,0
2020-07-01,41,9,0,0,1,2,0
2020-07-02,50,10,0,2,5,0,0
2020-07-03,49,13,0,1,2,0,0
2020-07-04,41,12,0,0,1,3,0
2020-07-05,31,12,0,2,3,3,0
2020-07-06,15,10,0,2,2,2,0
2020-07-07,12,18,0,0,2,1,0
2020-07-08,12,9,0,1,3,1,0
2020-07-09,13,11,0,1,0,2,0
2020-07-10,20,15,0,0,1,3,0
2020-07-11,13,5,0,0,3,1,0
2020-07-12,22,6,0,2,1,1,0
2020-07-13,39,16,0,0,2,0,0
2020-07-14,33,23,0,3,3,2,0
2020-07-15,27,23,1,0,2,2,0
2020-07-16,37,18,0,0,1,3,0
2020-07-17,34,4,0,1,1,1,0
2020-07-18,36,7,0,0,1,0,0
2020-07-19,26,5,0,1,0,1,0
2020-07-20,6,2,0,2,0,1,0
2020-07-21,10,9,0,0,0,0,1
2020-07-22,10,5,0,1,0,0,0
2020-07-23,4,0,0,0,0,0,2
2020-07-24,3,3,0,0,0,1,0
2020-07-25,4,1,0,1,0,0,0
2020-07-26,16,1,0,1,1,0,0
2020-07-27,21,2,0,0,0,0,0
2020-07-28,7,1,0,0,0,0,0