DATA_OBITO,OUTRAS,COVID - PR,INDETERMINADA,INSUFICIENCIA_RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG
2019-04-22,115,0,1,13,22,20,0
2019-04-23,98,0,2,8,27,28,0
2019-04-24,94,0,1,8,17,17,0
2019-04-25,96,0,2,8,25,28,0
2019-04-26,94,0,2,13,26,19,0
2019-04-27,101,0,1,18,35,27,0
2019-04-28,110,0,2,18,27,25,0
2019-04-29,101,0,3,7,35,23,1
2019-04-30,97,0,1,13,37,24,0
2019-05-01,104,0,0,14,28,20,1
2019-05-02,107,0,2,14,47,21,0
2019-05-03,108,0,0,19,27,29,0
2019-05-04,107,0,0,15,34,32,1
2019-05-05,94,0,0,16,38,24,0
2019-05-06,85,0,1,13,36,22,1
2019-05-07,85,0,2,10,42,29,1
2019-05-08,103,0,0,14,31,13,0
2019-05-09,94,0,0,15,31,20,0
2019-05-10,94,0,2,9,40,29,0
2019-05-11,104,0,1,18,36,33,0
2019-05-12,109,0,0,11,37,29,0
2019-05-13,96,0,0,12,28,25,1
2019-05-14,101,0,3,13,37,33,0
2019-05-15,123,0,0,12,40,25,0
2019-05-16,125,0,0,14,31,21,0
2019-05-17,101,0,0,15,33,28,0
2019-05-18,109,0,1,14,25,25,0
2019-05-19,110,0,1,14,35,29,2
2019-05-20,120,0,1,20,39,17,0
2019-05-21,112,0,2,14,28,36,0
2019-05-22,139,0,2,13,40,16,1
2019-05-23,118,0,1,11,45,19,1
2019-05-24,121,0,1,24,26,21,0
2019-05-25,126,0,1,13,48,23,0
2019-05-26,101,0,1,17,34,36,1
2019-05-27,119,0,1,15,44,14,0
2019-05-28,103,0,0,12,35,27,1
2019-05-29,124,0,1,11,38,35,0
2019-05-30,122,0,0,14,31,35,1
2019-05-31,110,0,3,9,47,34,0
2019-06-01,105,0,2,13,32,32,1
2019-06-02,113,0,2,13,41,20,0
2019-06-03,118,0,2,8,34,19,0
2019-06-04,83,0,1,11,35,23,1
2019-06-05,127,0,1,13,42,26,0
2019-06-06,94,0,0,8,34,28,0
2019-06-07,111,0,1,18,37,34,0
2019-06-08,118,0,1,7,32,28,1
2019-06-09,130,0,2,25,31,20,0
2019-06-10,118,0,0,15,52,25,1
2019-06-11,114,0,2,17,41,25,0
2019-06-12,108,0,1,18,45,36,0
2019-06-13,114,0,0,14,45,31,2
2019-06-14,123,0,1,20,50,33,0
2019-06-15,112,0,0,14,42,19,1
2019-06-16,92,0,2,12,39,27,1
2019-06-17,115,0,2,11,43,31,1
2019-06-18,90,0,0,15,32,35,0
2019-06-19,89,0,1,15,40,21,1
2019-06-20,113,0,2,14,45,32,2
2019-06-21,122,0,0,7,45,33,1
2019-06-22,110,0,2,13,48,29,0
2019-06-23,121,0,0,18,40,26,1
2019-06-24,110,0,1,18,30,32,2
2019-06-25,109,0,1,22,35,26,1
2019-06-26,108,0,3,11,38,21,0
2019-06-27,133,0,2,16,48,25,0
2019-06-28,113,0,0,23,34,29,1
2019-06-29,113,0,1,22,48,25,0
2019-06-30,138,0,0,17,44,30,0
2019-07-01,101,0,2,16,41,21,0
2019-07-02,105,0,3,10,40,24,2
2019-07-03,106,0,0,10,46,25,0
2019-07-04,101,0,2,18,44,33,1
2019-07-05,97,0,2,14,47,22,0
2019-07-06,140,0,0,18,30,18,0
2019-07-07,142,0,1,14,34,21,0
2019-07-08,139,0,1,25,38,30,1
2019-07-09,112,0,1,18,48,22,0
2019-07-10,107,0,1,13,51,27,1
2019-07-11,131,0,1,15,39,28,0
2019-07-12,111,0,2,11,43,31,0
2019-07-13,102,0,1,14,48,29,1
2019-07-14,139,0,1,15,48,36,1
2019-07-15,111,0,3,11,43,27,0
2019-07-16,120,0,1,16,40,32,0
2019-07-17,109,0,1,21,44,19,0
2019-07-18,114,0,0,19,43,26,0
2019-07-19,109,0,0,13,50,25,1
2019-07-20,126,0,4,12,49,32,0
2019-07-21,115,0,0,14,41,34,1
2019-07-22,122,0,2,20,50,20,1
2019-07-23,124,0,1,16,49,23,1
2019-07-24,105,0,2,23,47,25,0
2019-07-25,108,0,1,17,43,24,1
2019-07-26,101,0,3,9,44,24,0
2019-07-27,116,0,2,22,38,19,0
2019-07-28,117,0,0,16,47,29,0
2019-07-29,119,0,0,18,38,26,0
2019-07-30,105,0,0,16,33,27,1
2019-07-31,110,0,0,12,35,20,1
2019-08-01,123,0,1,21,39,16,0
2019-08-02,92,0,0,19,43,15,0
2019-08-03,80,0,1,14,35,25,0
2019-08-04,105,0,2,17,45,27,1
2019-08-05,89,0,2,15,42,31,0
2019-08-06,106,0,1,11,55,22,0
2019-08-07,102,0,1,17,49,25,0
2019-08-08,110,0,1,20,38,29,1
2019-08-09,104,0,2,11,35,23,0
2019-08-10,120,0,2,20,38,34,1
2019-08-11,114,0,0,19,47,18,1
2019-08-12,122,0,1,16,39,24,0
2019-08-13,108,0,2,5,41,23,0
2019-08-14,114,0,0,17,36,24,0
2019-08-15,92,0,0,8,31,21,0
2019-08-16,108,0,2,11,35,23,0
2019-08-17,128,0,3,18,51,35,0
2019-08-18,105,0,2,20,30,28,0
2019-08-19,104,0,0,13,34,33,1
2019-08-20,82,0,2,15,28,26,2
2019-08-21,105,0,0,14,45,30,1
2019-08-22,119,0,2,19,26,18,0
2019-08-23,97,0,2,10,32,27,1
2019-08-24,117,0,1,17,37,24,0
2019-08-25,117,0,3,14,30,32,0
2019-08-26,106,0,2,20,25,27,1
2019-08-27,94,0,2,12,47,35,0
2019-08-28,68,0,1,9,44,16,1
2019-08-29,98,0,1,20,48,20,0
2019-08-30,137,0,1,15,60,21,0
2019-08-31,124,0,1,23,42,30,0
2019-09-01,104,0,0,13,38,23,1
2019-09-02,100,0,1,14,35,18,0
2019-09-03,113,0,0,11,33,23,0
2019-09-04,113,0,2,13,42,24,0
2019-09-05,96,0,2,14,42,27,1
2019-09-06,97,0,1,16,44,28,2
2019-09-07,103,0,2,9,31,25,0
2019-09-08,125,0,3,16,43,24,0
2019-09-09,134,0,0,18,41,35,0
2019-09-10,100,0,1,26,44,37,0
2019-09-11,139,0,0,13,48,40,0
2019-09-12,101,0,1,14,36,24,0
2019-09-13,90,0,0,22,47,26,0
2019-09-14,81,0,1,12,41,24,0
2019-09-15,94,0,2,12,48,32,0
2019-09-16,101,0,1,13,32,40,0
2019-09-17,102,0,2,21,31,27,1
2019-09-18,101,0,0,15,55,21,1
2019-09-19,94,0,0,12,44,35,1
2019-09-20,100,0,0,10,39,22,0
2019-09-21,90,0,0,14,30,21,0
2019-09-22,93,0,0,17,27,21,1
2019-09-23,81,0,1,9,41,21,0
2019-09-24,106,0,1,15,38,30,1
2019-09-25,102,0,2,16,33,18,0
2019-09-26,79,0,0,10,32,35,1
2019-09-27,104,0,1,19,35,33,0
2019-09-28,128,0,1,12,24,32,0
2019-09-29,91,0,1,8,27,17,0
2019-09-30,101,0,1,15,32,21,1
2019-10-01,106,0,2,10,28,21,1
2019-10-02,104,0,0,16,36,22,0
2019-10-03,107,0,2,10,37,22,1
2019-10-04,107,0,0,14,28,27,0
2019-10-05,98,0,1,12,46,28,0
2019-10-06,95,0,0,11,30,19,0
2019-10-07,96,0,2,18,38,21,0
2019-10-08,70,0,0,10,29,20,0
2019-10-09,101,0,1,12,26,25,0
2019-10-10,97,0,2,13,31,17,0
2019-10-11,103,0,2,14,38,27,0
2019-10-12,104,0,1,18,28,25,0
2019-10-13,134,0,0,21,42,22,0
2019-10-14,108,0,4,22,41,32,0
2019-10-15,100,0,0,11,29,26,0
2019-10-16,95,0,0,12,39,21,0
2019-10-17,98,0,1,17,26,24,0
2019-10-18,107,0,0,17,28,15,0
2019-10-19,89,0,1,7,24,27,1
2019-10-20,77,0,0,22,37,16,0
2019-10-21,92,0,1,18,42,29,0
2019-10-22,91,0,1,20,32,23,1
2019-10-23,92,0,1,14,23,16,0
2019-10-24,89,0,0,9,38,22,0
2019-10-25,106,0,0,12,37,27,0
2019-10-26,101,0,2,14,41,21,1
2019-10-27,99,0,1,7,41,13,3
2019-10-28,101,0,2,11,46,27,0
2019-10-29,94,0,0,16,29,25,1
2019-10-30,104,0,1,11,33,26,1
2019-10-31,114,0,2,10,33,23,2
2019-11-01,117,0,0,21,38,27,1
2019-11-02,106,0,1,13,30,32,0
2019-11-03,96,0,0,23,36,35,0
2019-11-04,108,0,2,16,39,24,0
2019-11-05,108,0,3,13,26,34,0
2019-11-06,97,0,1,18,36,22,0
2019-11-07,98,0,0,12,29,26,1
2019-11-08,90,0,1,10,36,41,1
2019-11-09,83,0,1,10,44,27,0
2019-11-10,103,0,1,11,25,21,0
2019-11-11,116,0,1,11,33,35,0
2019-11-12,101,0,2,8,20,25,0
2019-11-13,83,0,2,13,24,27,0
2019-11-14,86,0,1,10,30,19,0
2019-11-15,103,0,3,8,36,25,0
2019-11-16,84,0,0,14,18,15,0
2019-11-17,110,0,0,13,24,26,0
2019-11-18,103,0,0,10,24,23,0
2019-11-19,111,0,1,14,27,25,0
2019-11-20,103,0,0,15,30,23,1
2019-11-21,90,0,3,6,28,33,0
2019-11-22,100,0,0,9,41,30,1
2019-11-23,99,0,1,10,27,34,0
2019-11-24,91,0,1,17,30,17,0
2019-11-25,90,0,1,8,35,28,0
2019-11-26,91,0,0,11,38,31,0
2019-11-27,95,0,2,16,29,21,1
2019-11-28,96,0,1,10,19,27,0
2019-11-29,95,0,0,12,27,29,0
2019-11-30,94,0,0,17,26,31,0
2019-12-01,100,0,1,14,28,23,0
2019-12-02,93,0,1,11,28,31,1
2019-12-03,98,0,1,13,22,20,2
2019-12-04,99,0,1,10,29,27,0
2019-12-05,115,0,1,16,35,24,1
2019-12-06,124,0,3,13,20,21,0
2019-12-07,104,0,0,13,25,22,1
2019-12-08,96,0,0,10,27,25,1
2019-12-09,95,0,1,11,30,28,0
2019-12-10,85,0,1,14,32,30,0
2019-12-11,82,0,3,9,34,34,0
2019-12-12,99,0,1,16,20,20,0
2019-12-13,104,0,1,21,27,17,0
2019-12-14,102,0,0,14,33,23,0
2019-12-15,110,0,0,10,32,22,0
2019-12-16,99,0,0,14,25,21,0
2019-12-17,77,0,0,12,25,18,0
2019-12-18,101,0,1,17,30,15,0
2019-12-19,97,0,0,16,32,19,0
2019-12-20,95,0,1,9,27,17,0
2019-12-21,112,0,2,10,30,28,0
2019-12-22,101,0,0,8,28,31,0
2019-12-23,117,0,3,12,29,23,0
2019-12-24,94,0,5,17,31,27,0
2019-12-25,106,0,0,15,31,22,0
2019-12-26,117,0,1,17,33,26,0
2019-12-27,84,0,1,14,26,28,0
2019-12-28,122,0,0,18,27,27,0
2019-12-29,94,0,1,17,35,19,2
2019-12-30,95,0,0,12,45,29,1
2019-12-31,104,0,2,9,26,23,0
2020-01-01,123,0,1,17,35,33,0
2020-01-02,87,0,1,12,36,25,0
2020-01-03,80,0,1,7,29,23,0
2020-01-04,77,0,0,15,28,27,0
2020-01-05,93,0,2,10,39,32,0
2020-01-06,110,0,1,12,39,24,0
2020-01-07,101,0,0,10,39,27,1
2020-01-08,93,0,0,12,34,31,0
2020-01-09,116,0,0,12,32,31,0
2020-01-10,110,0,0,15,37,25,0
2020-01-11,86,0,0,12,26,26,0
2020-01-12,96,0,1,14,30,23,0
2020-01-13,91,0,0,14,25,20,0
2020-01-14,94,0,1,16,30,18,0
2020-01-15,111,0,1,15,36,23,0
2020-01-16,92,0,0,11,27,25,0
2020-01-17,90,0,0,17,29,18,0
2020-01-18,81,0,0,14,42,24,0
2020-01-19,82,0,0,14,32,27,0
2020-01-20,92,0,0,13,30,17,0
2020-01-21,98,0,0,15,27,23,1
2020-01-22,72,0,0,9,24,20,1
2020-01-23,107,0,3,12,21,19,0
2020-01-24,89,0,3,8,27,22,1
2020-01-25,100,0,0,10,36,24,0
2020-01-26,116,0,2,8,34,25,0
2020-01-27,89,0,1,19,36,21,0
2020-01-28,95,0,1,14,30,26,0
2020-01-29,102,0,2,14,34,33,0
2020-01-30,90,0,1,17,34,18,1
2020-01-31,103,0,0,16,29,36,0
2020-02-01,87,0,1,12,31,33,0
2020-02-02,91,0,1,18,28,26,0
2020-02-03,98,0,0,11,22,22,0
2020-02-04,100,0,2,11,18,22,1
2020-02-05,92,0,0,19,26,25,2
2020-02-06,99,0,0,20,40,15,0
2020-02-07,113,0,1,9,15,28,0
2020-02-08,113,0,0,17,30,25,1
2020-02-09,108,0,3,14,26,30,1
2020-02-10,115,0,1,17,22,21,1
2020-02-11,82,0,0,10,21,33,0
2020-02-12,97,0,2,3,26,26,0
2020-02-13,101,0,0,10,32,17,0
2020-02-14,118,0,1,18,31,21,0
2020-02-15,102,0,2,7,28,19,0
2020-02-16,119,0,3,16,24,26,0
2020-02-17,101,0,1,15,31,32,1
2020-02-18,109,0,0,16,35,22,0
2020-02-19,93,0,2,6,34,27,0
2020-02-20,96,0,0,16,35,20,0
2020-02-21,98,0,0,12,26,22,0
2020-02-22,104,0,0,8,31,24,0
2020-02-23,87,0,0,13,27,25,1
2020-02-24,96,0,1,18,25,29,0
2020-02-25,105,0,1,11,33,20,0
2020-02-26,95,0,2,15,38,24,0
2020-02-27,99,0,2,10,30,39,0
2020-02-28,105,0,0,6,29,33,0
2020-02-29,69,0,1,12,35,21,1
2020-03-01,96,0,0,9,31,20,1
2020-03-02,112,0,1,13,27,32,0
2020-03-03,92,0,4,9,33,19,1
2020-03-04,115,0,1,16,27,36,0
2020-03-05,119,0,0,9,35,23,0
2020-03-06,111,0,0,13,23,32,0
2020-03-07,103,0,0,12,35,25,1
2020-03-08,100,0,1,10,33,18,0
2020-03-09,93,0,0,12,24,27,0
2020-03-10,105,0,2,11,27,18,1
2020-03-11,104,0,1,10,30,21,0
2020-03-12,103,0,2,12,33,28,0
2020-03-13,124,0,0,17,41,32,0
2020-03-14,102,0,0,13,46,29,0
2020-03-15,108,0,2,12,45,24,0
2020-03-16,129,0,1,9,42,34,0
2020-03-17,97,0,0,15,35,29,1
2020-03-18,102,0,1,8,49,27,1
2020-03-19,92,1,2,15,38,30,0
2020-03-20,98,0,2,13,33,28,0
2020-03-21,109,0,3,14,33,16,1
2020-03-22,95,1,3,14,35,27,2
2020-03-23,97,0,2,19,27,30,2
2020-03-24,91,0,2,14,28,24,0
2020-03-25,116,0,3,10,29,20,1
2020-03-26,82,0,1,19,47,22,0
2020-03-27,104,0,1,12,40,20,1
2020-03-28,106,0,0,10,38,21,0
2020-03-29,99,0,1,15,24,20,1
2020-03-30,101,1,2,11,25,24,1
2020-03-31,118,2,1,10,36,12,4
2020-04-01,120,2,1,10,35,32,1
2020-04-02,92,0,1,17,24,22,1
2020-04-03,97,3,1,12,33,19,3
2020-04-04,98,5,1,12,27,20,0
2020-04-05,126,2,0,9,33,18,2
2020-04-06,92,7,1,29,32,20,0
2020-04-07,109,5,1,13,26,19,3
2020-04-08,91,7,4,20,23,21,1
2020-04-09,100,2,0,14,31,21,2
2020-04-10,95,1,1,11,24,23,0
2020-04-11,118,4,0,15,31,23,2
2020-04-12,100,4,0,19,35,14,1
2020-04-13,112,6,0,15,25,23,0
2020-04-14,111,6,1,9,16,24,1
2020-04-15,116,7,1,8,29,24,1
2020-04-16,111,3,1,8,29,26,1
2020-04-17,110,7,2,16,26,27,0
2020-04-18,91,6,2,11,19,20,0
2020-04-19,77,8,1,19,20,18,1
2020-04-20,98,7,0,16,33,24,2
2020-04-21,100,4,0,8,23,28,1
2020-04-22,94,8,0,18,28,21,0
2020-04-23,94,10,0,9,34,19,0
2020-04-24,81,14,1,5,20,21,0
2020-04-25,113,9,1,8,33,24,1
2020-04-26,95,9,3,10,25,11,1
2020-04-27,80,11,1,11,21,22,1
2020-04-28,92,17,0,17,33,24,5
2020-04-29,94,11,0,12,24,22,4
2020-04-30,106,6,2,12,29,28,2
2020-05-01,94,10,0,4,25,20,1
2020-05-02,87,11,2,11,24,22,2
2020-05-03,99,7,1,8,26,28,4
2020-05-04,95,14,0,14,20,17,0
2020-05-05,105,8,2,12,25,16,1
2020-05-06,79,11,3,10,27,19,4
2020-05-07,91,9,1,15,22,11,1
2020-05-08,126,5,1,9,18,27,1
2020-05-09,128,12,1,8,22,21,0
2020-05-10,107,10,2,9,22,29,1
2020-05-11,89,17,0,9,27,22,0
2020-05-12,88,10,2,19,17,21,0
2020-05-13,90,21,2,16,17,24,1
2020-05-14,99,8,1,14,26,19,2
2020-05-15,109,10,2,18,23,19,0
2020-05-16,127,11,1,13,14,17,0
2020-05-17,103,11,3,11,16,18,0
2020-05-18,102,15,1,9,27,26,1
2020-05-19,109,13,1,13,25,24,0
2020-05-20,78,18,0,13,32,20,2
2020-05-21,104,15,1,12,19,19,0
2020-05-22,95,16,2,11,23,20,1
2020-05-23,118,15,0,6,17,22,0
2020-05-24,84,14,2,12,14,15,2
2020-05-25,106,11,2,14,16,24,0
2020-05-26,102,13,4,16,20,23,0
2020-05-27,98,13,1,6,22,15,1
2020-05-28,112,19,0,20,21,24,2
2020-05-29,119,15,2,15,22,21,2
2020-05-30,102,20,3,13,30,24,0
2020-05-31,112,17,1,12,23,24,1
2020-06-01,129,16,0,6,22,26,1
2020-06-02,106,26,1,7,16,21,2
2020-06-03,112,21,0,16,13,26,3
2020-06-04,122,19,2,18,22,26,1
2020-06-05,133,20,3,10,26,15,2
2020-06-06,91,23,2,8,22,10,2
2020-06-07,121,14,1,11,14,26,0
2020-06-08,116,23,2,14,20,29,1
2020-06-09,105,22,2,10,36,26,0
2020-06-10,94,24,4,4,27,26,4
2020-06-11,115,24,1,14,31,23,1
2020-06-12,110,17,1,15,27,23,2
2020-06-13,125,35,0,14,28,25,3
2020-06-14,94,18,3,16,30,24,3
2020-06-15,100,23,1,9,27,20,0
2020-06-16,91,23,0,10,20,19,2
2020-06-17,101,33,1,6,26,25,1
2020-06-18,104,21,3,10,27,25,2
2020-06-19,115,24,2,15,16,21,0
2020-06-20,99,29,0,15,23,22,0
2020-06-21,112,32,1,16,27,15,0
2020-06-22,112,25,2,4,12,20,1
2020-06-23,88,34,1,9,26,10,0
2020-06-24,109,22,2,8,20,20,0
2020-06-25,101,21,3,11,17,19,2
2020-06-26,95,24,1,13,17,23,0
2020-06-27,121,41,3,12,12,17,0
2020-06-28,89,32,2,16,16,20,2
2020-06-29,107,44,1,11,19,21,1
2020-06-30,97,24,2,12,23,11,2
2020-07-01,89,37,1,6,20,16,2
2020-07-02,96,34,0,15,19,24,1
2020-07-03,124,36,1,16,12,19,2
2020-07-04,125,41,0,14,19,15,1
2020-07-05,115,37,1,15,18,22,1
2020-07-06,117,47,1,17,17,25,2
2020-07-07,110,33,1,5,28,18,2
2020-07-08,106,42,1,6,22,22,1
2020-07-09,97,28,0,8,25,16,1
2020-07-10,120,44,0,4,21,32,1
2020-07-11,119,37,1,11,18,18,0
2020-07-12,97,48,5,18,29,14,2
2020-07-13,117,44,1,10,23,22,1
2020-07-14,98,39,0,5,23,23,1
2020-07-15,92,36,0,12,22,15,1
2020-07-16,83,39,2,7,20,20,0
2020-07-17,91,41,3,11,19,13,0
2020-07-18,96,47,0,12,22,16,2
2020-07-19,115,42,1,7,16,26,1
2020-07-20,71,38,3,9,18,18,0
2020-07-21,81,46,2,8,23,19,1
2020-07-22,84,53,2,15,16,21,1
2020-07-23,79,33,1,7,25,20,0
2020-07-24,82,36,0,6,17,17,0
2020-07-25,71,33,1,9,18,15,1
2020-07-26,68,24,2,7,6,14,3
2020-07-27,59,38,0,5,10,13,2
2020-07-28,19,7,0,3,8,4,0
2020-07-29,1,0,0,0,2,0,0